sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor
10.10.192.130,10.10.100.6,301,36720,6,1,40,RA,2014/12/04T00:05:32.199,0.000,2014/12/04T00:05:32.199,?
10.10.100.6,10.10.192.130,36720,7911,6,1,44,S,2014/12/04T00:05:32.200,0.000,2014/12/04T00:05:32.200,?
10.10.192.130,10.10.100.6,7911,36720,6,1,40,RA,2014/12/04T00:05:32.200,0.000,2014/12/04T00:05:32.200,?
10.10.100.6,10.10.192.130,36720,10616,6,1,44,S,2014/12/04T00:05:32.201,0.000,2014/12/04T00:05:32.201,?
10.10.192.130,10.10.100.6,10616,36720,6,1,40,RA,2014/12/04T00:05:32.201,0.000,2014/12/04T00:05:32.201,?
10.10.100.6,10.10.192.130,36720,8087,6,1,44,S,2014/12/04T00:05:32.202,0.000,2014/12/04T00:05:32.202,?
10.10.192.130,10.10.100.6,8087,36720,6,1,40,RA,2014/12/04T00:05:32.202,0.000,2014/12/04T00:05:32.202,?
10.10.100.6,10.10.192.130,36720,8649,6,1,44,S,2014/12/04T00:05:32.203,0.000,2014/12/04T00:05:32.203,?
10.10.192.130,10.10.100.6,8649,36720,6,1,40,RA,2014/12/04T00:05:32.204,0.000,2014/12/04T00:05:32.204,?
10.10.100.6,10.10.192.130,36720,3260,6,1,44,S,2014/12/04T00:05:32.204,0.000,2014/12/04T00:05:32.204,?
10.10.192.130,10.10.100.6,3260,36720,6,1,40,RA,2014/12/04T00:05:32.205,0.000,2014/12/04T00:05:32.205,?
10.10.100.6,10.10.192.130,36720,5800,6,1,44,S,2014/12/04T00:05:32.205,0.000,2014/12/04T00:05:32.205,?
10.10.192.130,10.10.100.6,5800,36720,6,1,40,RA,2014/12/04T00:05:32.206,0.000,2014/12/04T00:05:32.206,?
10.10.100.6,10.10.192.130,36720,2393,6,1,44,S,2014/12/04T00:05:32.206,0.000,2014/12/04T00:05:32.206,?
10.10.192.130,10.10.100.6,2393,36720,6,1,40,RA,2014/12/04T00:05:32.207,0.000,2014/12/04T00:05:32.207,?
10.10.100.6,10.10.192.130,36720,10010,6,1,44,S,2014/12/04T00:05:32.208,0.000,2014/12/04T00:05:32.208,?
10.10.192.130,10.10.100.6,10010,36720,6,1,40,RA,2014/12/04T00:05:32.208,0.000,2014/12/04T00:05:32.208,?
10.10.100.6,10.10.192.130,36720,2042,6,1,44,S,2014/12/04T00:05:32.209,0.000,2014/12/04T00:05:32.209,?
10.10.192.130,10.10.100.6,2042,36720,6,1,40,RA,2014/12/04T00:05:32.209,0.000,2014/12/04T00:05:32.209,?
10.10.100.6,10.10.192.130,36720,9618,6,1,44,S,2014/12/04T00:05:32.210,0.000,2014/12/04T00:05:32.210,?
10.10.192.130,10.10.100.6,9618,36720,6,1,40,RA,2014/12/04T00:05:32.210,0.000,2014/12/04T00:05:32.210,?
10.10.128.67,10.10.128.66,1032,3389,6,1,99,PA,2014/12/04T00:05:32.210,0.000,2014/12/04T00:05:32.210,?
10.10.128.66,10.10.128.67,3389,1032,6,1,40,A,2014/12/04T00:05:32.210,0.000,2014/12/04T00:05:32.210,?
10.10.100.6,10.10.192.130,36720,1718,6,1,44,S,2014/12/04T00:05:32.211,0.000,2014/12/04T00:05:32.211,?
10.10.192.130,10.10.100.6,1718,36720,6,1,40,RA,2014/12/04T00:05:32.211,0.000,2014/12/04T00:05:32.211,?
10.10.128.66,10.10.128.67,3389,1032,6,1,68,PA,2014/12/04T00:05:32.212,0.000,2014/12/04T00:05:32.212,?
10.10.100.6,10.10.192.130,36720,2875,6,1,44,S,2014/12/04T00:05:32.212,0.000,2014/12/04T00:05:32.212,?
10.10.192.130,10.10.100.6,2875,36720,6,1,40,RA,2014/12/04T00:05:32.212,0.000,2014/12/04T00:05:32.212,?
10.10.100.6,10.10.192.130,36720,2049,6,1,44,S,2014/12/04T00:05:32.213,0.000,2014/12/04T00:05:32.213,?
10.10.192.130,10.10.100.6,2049,36720,6,1,40,RA,2014/12/04T00:05:32.213,0.000,2014/12/04T00:05:32.213,?
10.10.100.6,10.10.192.130,36720,6692,6,1,44,S,2014/12/04T00:05:32.214,0.000,2014/12/04T00:05:32.214,?
10.10.192.130,10.10.100.6,6692,36720,6,1,40,RA,2014/12/04T00:05:32.215,0.000,2014/12/04T00:05:32.215,?
10.10.100.6,10.10.192.130,36720,3301,6,1,44,S,2014/12/04T00:05:32.215,0.000,2014/12/04T00:05:32.215,?
10.10.192.130,10.10.100.6,3301,36720,6,1,40,RA,2014/12/04T00:05:32.216,0.000,2014/12/04T00:05:32.216,?
10.10.100.6,10.10.192.130,36720,11967,6,1,44,S,2014/12/04T00:05:32.216,0.000,2014/12/04T00:05:32.216,?
10.10.192.130,10.10.100.6,11967,36720,6,1,40,RA,2014/12/04T00:05:32.217,0.000,2014/12/04T00:05:32.217,?
10.10.100.6,10.10.192.130,36720,3,6,1,44,S,2014/12/04T00:05:32.217,0.000,2014/12/04T00:05:32.217,?
10.10.192.130,10.10.100.6,3,36720,6,1,40,RA,2014/12/04T00:05:32.218,0.000,2014/12/04T00:05:32.218,?
10.10.100.6,10.10.192.130,36720,1147,6,1,44,S,2014/12/04T00:05:32.219,0.000,2014/12/04T00:05:32.219,?
10.10.192.130,10.10.100.6,1147,36720,6,1,40,RA,2014/12/04T00:05:32.219,0.000,2014/12/04T00:05:32.219,?
10.10.100.6,10.10.192.130,36720,366,6,1,44,S,2014/12/04T00:05:32.220,0.000,2014/12/04T00:05:32.220,?
10.10.192.130,10.10.100.6,366,36720,6,1,40,RA,2014/12/04T00:05:32.220,0.000,2014/12/04T00:05:32.220,?
10.10.100.6,10.10.192.130,36720,4003,6,1,44,S,2014/12/04T00:05:32.221,0.000,2014/12/04T00:05:32.221,?
10.10.192.130,10.10.100.6,4003,36720,6,1,40,RA,2014/12/04T00:05:32.221,0.000,2014/12/04T00:05:32.221,?
10.10.100.6,10.10.192.130,36720,3300,6,1,44,S,2014/12/04T00:05:32.222,0.000,2014/12/04T00:05:32.222,?
10.10.192.130,10.10.100.6,3300,36720,6,1,40,RA,2014/12/04T00:05:32.222,0.000,2014/12/04T00:05:32.222,?
10.10.100.6,10.10.192.130,36720,6881,6,1,44,S,2014/12/04T00:05:32.223,0.000,2014/12/04T00:05:32.223,?
10.10.192.130,10.10.100.6,6881,36720,6,1,40,RA,2014/12/04T00:05:32.224,0.000,2014/12/04T00:05:32.224,?
10.10.100.6,10.10.192.130,36720,5902,6,1,44,S,2014/12/04T00:05:32.225,0.000,2014/12/04T00:05:32.225,?
10.10.192.130,10.10.100.6,5902,36720,6,1,40,RA,2014/12/04T00:05:32.225,0.000,2014/12/04T00:05:32.225,?
10.10.100.6,10.10.192.130,36720,24444,6,1,44,S,2014/12/04T00:05:32.226,0.000,2014/12/04T00:05:32.226,?
10.10.192.130,10.10.100.6,24444,36720,6,1,40,RA,2014/12/04T00:05:32.226,0.000,2014/12/04T00:05:32.226,?
10.10.128.66,10.10.128.67,3389,1032,6,1,619,PA,2014/12/04T00:05:32.227,0.000,2014/12/04T00:05:32.227,?
10.10.100.6,10.10.192.130,36720,57294,6,1,44,S,2014/12/04T00:05:32.227,0.000,2014/12/04T00:05:32.227,?
10.10.192.130,10.10.100.6,57294,36720,6,1,40,RA,2014/12/04T00:05:32.227,0.000,2014/12/04T00:05:32.227,?
10.10.128.67,10.10.128.66,1032,3389,6,1,40,A,2014/12/04T00:05:32.227,0.000,2014/12/04T00:05:32.227,?
10.10.100.6,10.10.192.130,36720,12000,6,1,44,S,2014/12/04T00:05:32.228,0.000,2014/12/04T00:05:32.228,?
10.10.192.130,10.10.100.6,12000,36720,6,1,40,RA,2014/12/04T00:05:32.228,0.000,2014/12/04T00:05:32.228,?
10.10.100.6,10.10.192.130,36720,1688,6,1,44,S,2014/12/04T00:05:32.229,0.000,2014/12/04T00:05:32.229,?
10.10.192.130,10.10.100.6,1688,36720,6,1,40,RA,2014/12/04T00:05:32.230,0.000,2014/12/04T00:05:32.230,?
10.10.100.6,10.10.192.130,36720,1900,6,1,44,S,2014/12/04T00:05:32.230,0.000,2014/12/04T00:05:32.230,?
10.10.192.130,10.10.100.6,1900,36720,6,1,40,RA,2014/12/04T00:05:32.231,0.000,2014/12/04T00:05:32.231,?
10.10.100.6,10.10.192.130,36720,1032,6,1,44,S,2014/12/04T00:05:32.231,0.000,2014/12/04T00:05:32.231,?
10.10.192.130,10.10.100.6,1032,36720,6,1,40,RA,2014/12/04T00:05:32.232,0.000,2014/12/04T00:05:32.232,?
10.10.100.6,10.10.192.130,36720,20828,6,1,44,S,2014/12/04T00:05:32.232,0.000,2014/12/04T00:05:32.232,?
10.10.192.130,10.10.100.6,20828,36720,6,1,40,RA,2014/12/04T00:05:32.233,0.000,2014/12/04T00:05:32.233,?
10.10.100.6,10.10.192.130,36720,1091,6,1,44,S,2014/12/04T00:05:32.234,0.000,2014/12/04T00:05:32.234,?
10.10.192.130,10.10.100.6,1091,36720,6,1,40,RA,2014/12/04T00:05:32.234,0.000,2014/12/04T00:05:32.234,?
10.10.100.6,10.10.192.130,36720,1034,6,1,44,S,2014/12/04T00:05:32.235,0.000,2014/12/04T00:05:32.235,?
10.10.192.130,10.10.100.6,1034,36720,6,1,40,RA,2014/12/04T00:05:32.235,0.000,2014/12/04T00:05:32.235,?
10.10.100.6,10.10.192.130,36720,1300,6,1,44,S,2014/12/04T00:05:32.236,0.000,2014/12/04T00:05:32.236,?
10.10.192.130,10.10.100.6,1300,36720,6,1,40,RA,2014/12/04T00:05:32.236,0.000,2014/12/04T00:05:32.236,?
10.10.100.6,10.10.192.130,36720,8081,6,1,44,S,2014/12/04T00:05:32.237,0.000,2014/12/04T00:05:32.237,?
10.10.192.130,10.10.100.6,8081,36720,6,1,40,RA,2014/12/04T00:05:32.237,0.000,2014/12/04T00:05:32.237,?
10.10.100.6,10.10.192.130,36720,8873,6,1,44,S,2014/12/04T00:05:32.238,0.000,2014/12/04T00:05:32.238,?
10.10.192.130,10.10.100.6,8873,36720,6,1,40,RA,2014/12/04T00:05:32.239,0.000,2014/12/04T00:05:32.239,?
10.10.100.6,10.10.192.130,36720,6389,6,1,44,S,2014/12/04T00:05:32.239,0.000,2014/12/04T00:05:32.239,?
10.10.192.130,10.10.100.6,6389,36720,6,1,40,RA,2014/12/04T00:05:32.240,0.000,2014/12/04T00:05:32.240,?
10.10.100.6,10.10.192.130,36718,51493,6,1,44,S,2014/12/04T00:05:32.240,0.000,2014/12/04T00:05:32.240,?
10.10.192.130,10.10.100.6,51493,36718,6,1,40,RA,2014/12/04T00:05:32.241,0.000,2014/12/04T00:05:32.241,?
10.10.100.6,10.10.192.130,36718,1102,6,1,44,S,2014/12/04T00:05:32.242,0.000,2014/12/04T00:05:32.242,?
10.10.100.6,10.10.192.130,36718,1071,6,1,44,S,2014/12/04T00:05:32.242,0.000,2014/12/04T00:05:32.242,?
10.10.192.130,10.10.100.6,1102,36718,6,1,40,RA,2014/12/04T00:05:32.242,0.000,2014/12/04T00:05:32.242,?
10.10.192.130,10.10.100.6,1071,36718,6,1,40,RA,2014/12/04T00:05:32.242,0.000,2014/12/04T00:05:32.242,?
10.10.100.6,10.10.192.130,36718,9102,6,1,44,S,2014/12/04T00:05:32.243,0.000,2014/12/04T00:05:32.243,?
10.10.100.6,10.10.192.130,36718,11110,6,1,44,S,2014/12/04T00:05:32.243,0.000,2014/12/04T00:05:32.243,?
10.10.192.130,10.10.100.6,9102,36718,6,1,40,RA,2014/12/04T00:05:32.244,0.000,2014/12/04T00:05:32.244,?
10.10.192.130,10.10.100.6,11110,36718,6,1,40,RA,2014/12/04T00:05:32.244,0.000,2014/12/04T00:05:32.244,?
10.10.100.6,10.10.192.130,36718,1721,6,1,44,S,2014/12/04T00:05:32.244,0.000,2014/12/04T00:05:32.244,?
10.10.192.130,10.10.100.6,1721,36718,6,1,40,RA,2014/12/04T00:05:32.244,0.000,2014/12/04T00:05:32.244,?
10.10.100.6,10.10.192.130,36718,2046,6,1,44,S,2014/12/04T00:05:32.244,0.000,2014/12/04T00:05:32.244,?
10.10.192.130,10.10.100.6,2046,36718,6,1,40,RA,2014/12/04T00:05:32.245,0.000,2014/12/04T00:05:32.245,?
10.10.100.6,10.10.192.130,36718,9998,6,1,44,S,2014/12/04T00:05:32.246,0.000,2014/12/04T00:05:32.246,?
10.10.100.6,10.10.192.130,36718,1183,6,1,44,S,2014/12/04T00:05:32.246,0.000,2014/12/04T00:05:32.246,?
10.10.192.130,10.10.100.6,9998,36718,6,1,40,RA,2014/12/04T00:05:32.246,0.000,2014/12/04T00:05:32.246,?
10.10.192.130,10.10.100.6,1183,36718,6,1,40,RA,2014/12/04T00:05:32.246,0.000,2014/12/04T00:05:32.246,?
10.10.100.6,10.10.192.130,36718,1104,6,1,44,S,2014/12/04T00:05:32.246,0.000,2014/12/04T00:05:32.246,?
10.10.100.6,10.10.192.130,36718,2718,6,1,44,S,2014/12/04T00:05:32.247,0.000,2014/12/04T00:05:32.247,?
10.10.192.130,10.10.100.6,1104,36718,6,1,40,RA,2014/12/04T00:05:32.247,0.000,2014/12/04T00:05:32.247,?
10.10.192.130,10.10.100.6,2718,36718,6,1,40,RA,2014/12/04T00:05:32.247,0.000,2014/12/04T00:05:32.247,?
10.10.100.6,10.10.192.130,36718,1123,6,1,44,S,2014/12/04T00:05:32.247,0.000,2014/12/04T00:05:32.247,?
10.10.192.130,10.10.100.6,1123,36718,6,1,40,RA,2014/12/04T00:05:32.248,0.000,2014/12/04T00:05:32.248,?
10.10.100.6,10.10.192.130,36718,1187,6,1,44,S,2014/12/04T00:05:32.248,0.000,2014/12/04T00:05:32.248,?
10.10.100.6,10.10.192.130,36718,18988,6,1,44,S,2014/12/04T00:05:32.249,0.000,2014/12/04T00:05:32.249,?
10.10.192.130,10.10.100.6,1187,36718,6,1,40,RA,2014/12/04T00:05:32.249,0.000,2014/12/04T00:05:32.249,?
10.10.192.130,10.10.100.6,18988,36718,6,1,40,RA,2014/12/04T00:05:32.249,0.000,2014/12/04T00:05:32.249,?
10.10.100.6,10.10.192.130,36718,5190,6,1,44,S,2014/12/04T00:05:32.249,0.000,2014/12/04T00:05:32.249,?
10.10.192.130,10.10.100.6,5190,36718,6,1,40,RA,2014/12/04T00:05:32.250,0.000,2014/12/04T00:05:32.250,?
10.10.100.6,10.10.192.130,36718,3323,6,1,44,S,2014/12/04T00:05:32.250,0.000,2014/12/04T00:05:32.250,?
10.10.100.6,10.10.192.130,36718,2045,6,1,44,S,2014/12/04T00:05:32.250,0.000,2014/12/04T00:05:32.250,?
10.10.192.130,10.10.100.6,3323,36718,6,1,40,RA,2014/12/04T00:05:32.251,0.000,2014/12/04T00:05:32.251,?
10.10.192.130,10.10.100.6,2045,36718,6,1,40,RA,2014/12/04T00:05:32.251,0.000,2014/12/04T00:05:32.251,?
10.10.100.6,10.10.192.130,36718,3800,6,1,44,S,2014/12/04T00:05:32.251,0.000,2014/12/04T00:05:32.251,?
10.10.192.130,10.10.100.6,3800,36718,6,1,40,RA,2014/12/04T00:05:32.251,0.000,2014/12/04T00:05:32.251,?
10.10.100.6,10.10.192.130,36718,481,6,1,44,S,2014/12/04T00:05:32.252,0.000,2014/12/04T00:05:32.252,?
10.10.192.130,10.10.100.6,481,36718,6,1,40,RA,2014/12/04T00:05:32.252,0.000,2014/12/04T00:05:32.252,?
10.10.100.6,10.10.192.130,36718,16993,6,1,44,S,2014/12/04T00:05:32.253,0.000,2014/12/04T00:05:32.253,?
10.10.100.6,10.10.192.130,36718,3001,6,1,44,S,2014/12/04T00:05:32.253,0.000,2014/12/04T00:05:32.253,?
10.10.192.130,10.10.100.6,16993,36718,6,1,40,RA,2014/12/04T00:05:32.253,0.000,2014/12/04T00:05:32.253,?
10.10.192.130,10.10.100.6,3001,36718,6,1,40,RA,2014/12/04T00:05:32.254,0.000,2014/12/04T00:05:32.254,?
10.10.100.6,10.10.192.130,36718,1011,6,1,44,S,2014/12/04T00:05:32.254,0.000,2014/12/04T00:05:32.254,?
10.10.100.6,10.10.192.130,36718,5051,6,1,44,S,2014/12/04T00:05:32.254,0.000,2014/12/04T00:05:32.254,?
10.10.192.130,10.10.100.6,1011,36718,6,1,40,RA,2014/12/04T00:05:32.254,0.000,2014/12/04T00:05:32.254,?
10.10.192.130,10.10.100.6,5051,36718,6,1,40,RA,2014/12/04T00:05:32.254,0.000,2014/12/04T00:05:32.254,?
10.10.100.6,10.10.192.130,36718,1030,6,1,44,S,2014/12/04T00:05:32.254,0.000,2014/12/04T00:05:32.254,?
10.10.192.130,10.10.100.6,1030,36718,6,1,40,RA,2014/12/04T00:05:32.255,0.000,2014/12/04T00:05:32.255,?
10.10.100.6,10.10.192.130,36718,32773,6,1,44,S,2014/12/04T00:05:32.255,0.000,2014/12/04T00:05:32.255,?
10.10.100.6,10.10.192.130,36718,49152,6,1,44,S,2014/12/04T00:05:32.255,0.000,2014/12/04T00:05:32.255,?
10.10.192.130,10.10.100.6,32773,36718,6,1,40,RA,2014/12/04T00:05:32.255,0.000,2014/12/04T00:05:32.255,?
10.10.192.130,10.10.100.6,49152,36718,6,1,40,RA,2014/12/04T00:05:32.256,0.000,2014/12/04T00:05:32.256,?
10.10.100.6,10.10.192.130,36718,70,6,1,44,S,2014/12/04T00:05:32.256,0.000,2014/12/04T00:05:32.256,?
10.10.192.130,10.10.100.6,70,36718,6,1,40,RA,2014/12/04T00:05:32.256,0.000,2014/12/04T00:05:32.256,?
10.10.100.6,10.10.192.130,36718,2106,6,1,44,S,2014/12/04T00:05:32.256,0.000,2014/12/04T00:05:32.256,?
10.10.192.130,10.10.100.6,2106,36718,6,1,40,RA,2014/12/04T00:05:32.257,0.000,2014/12/04T00:05:32.257,?
10.10.100.6,10.10.192.130,36718,2500,6,1,44,S,2014/12/04T00:05:32.258,0.000,2014/12/04T00:05:32.258,?
10.10.100.6,10.10.192.130,36718,903,6,1,44,S,2014/12/04T00:05:32.258,0.000,2014/12/04T00:05:32.258,?
10.10.192.130,10.10.100.6,2500,36718,6,1,40,RA,2014/12/04T00:05:32.258,0.000,2014/12/04T00:05:32.258,?
10.10.192.130,10.10.100.6,903,36718,6,1,40,RA,2014/12/04T00:05:32.258,0.000,2014/12/04T00:05:32.258,?
10.10.100.6,10.10.192.130,36718,5432,6,1,44,S,2014/12/04T00:05:32.258,0.000,2014/12/04T00:05:32.258,?
10.10.100.6,10.10.192.130,36718,27355,6,1,44,S,2014/12/04T00:05:32.259,0.000,2014/12/04T00:05:32.259,?
10.10.192.130,10.10.100.6,5432,36718,6,1,40,RA,2014/12/04T00:05:32.259,0.000,2014/12/04T00:05:32.259,?
10.10.192.130,10.10.100.6,27355,36718,6,1,40,RA,2014/12/04T00:05:32.259,0.000,2014/12/04T00:05:32.259,?
10.10.100.6,10.10.192.130,36718,163,6,1,44,S,2014/12/04T00:05:32.259,0.000,2014/12/04T00:05:32.259,?
10.10.192.130,10.10.100.6,163,36718,6,1,40,RA,2014/12/04T00:05:32.260,0.000,2014/12/04T00:05:32.260,?
10.10.100.6,10.10.192.130,36718,3372,6,1,44,S,2014/12/04T00:05:32.260,0.000,2014/12/04T00:05:32.260,?
10.10.100.6,10.10.192.130,36718,1100,6,1,44,S,2014/12/04T00:05:32.260,0.000,2014/12/04T00:05:32.260,?
10.10.192.130,10.10.100.6,3372,36718,6,1,40,RA,2014/12/04T00:05:32.260,0.000,2014/12/04T00:05:32.260,?
10.10.192.130,10.10.100.6,1100,36718,6,1,40,RA,2014/12/04T00:05:32.261,0.000,2014/12/04T00:05:32.261,?
10.10.100.6,10.10.192.130,36718,50000,6,1,44,S,2014/12/04T00:05:32.261,0.000,2014/12/04T00:05:32.261,?
10.10.100.6,10.10.192.130,36718,1201,6,1,44,S,2014/12/04T00:05:32.261,0.000,2014/12/04T00:05:32.261,?
10.10.100.6,10.10.192.130,36718,5811,6,1,44,S,2014/12/04T00:05:32.261,0.000,2014/12/04T00:05:32.261,?
10.10.100.6,10.10.192.130,36718,2725,6,1,44,S,2014/12/04T00:05:32.261,0.000,2014/12/04T00:05:32.261,?
10.10.192.130,10.10.100.6,50000,36718,6,1,40,RA,2014/12/04T00:05:32.261,0.000,2014/12/04T00:05:32.261,?
10.10.192.130,10.10.100.6,1201,36718,6,1,40,RA,2014/12/04T00:05:32.262,0.000,2014/12/04T00:05:32.262,?
10.10.192.130,10.10.100.6,5811,36718,6,1,40,RA,2014/12/04T00:05:32.262,0.000,2014/12/04T00:05:32.262,?
10.10.192.130,10.10.100.6,2725,36718,6,1,40,RA,2014/12/04T00:05:32.262,0.000,2014/12/04T00:05:32.262,?
10.10.100.6,10.10.192.130,36718,50003,6,1,44,S,2014/12/04T00:05:32.262,0.000,2014/12/04T00:05:32.262,?
10.10.100.6,10.10.192.130,36718,2160,6,1,44,S,2014/12/04T00:05:32.262,0.000,2014/12/04T00:05:32.262,?
10.10.100.6,10.10.192.130,36718,6547,6,1,44,S,2014/12/04T00:05:32.262,0.000,2014/12/04T00:05:32.262,?
10.10.100.6,10.10.192.130,36718,5825,6,1,44,S,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.100.6,10.10.192.130,36718,7201,6,1,44,S,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.100.6,10.10.192.130,36718,20,6,1,44,S,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.100.6,10.10.192.130,36718,1434,6,1,44,S,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.192.130,10.10.100.6,50003,36718,6,1,40,RA,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.100.6,10.10.192.130,36718,4998,6,1,44,S,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.100.6,10.10.192.130,36718,3006,6,1,44,S,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.192.130,10.10.100.6,2160,36718,6,1,40,RA,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.100.6,10.10.192.130,36718,5678,6,1,44,S,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.192.130,10.10.100.6,6547,36718,6,1,40,RA,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.100.6,10.10.192.130,36718,8086,6,1,44,S,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.192.130,10.10.100.6,5825,36718,6,1,40,RA,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.100.6,10.10.192.130,36718,666,6,1,44,S,2014/12/04T00:05:32.263,0.000,2014/12/04T00:05:32.263,?
10.10.192.130,10.10.100.6,7201,36718,6,1,40,RA,2014/12/04T00:05:32.264,0.000,2014/12/04T00:05:32.264,?
10.10.192.130,10.10.100.6,20,36718,6,1,40,RA,2014/12/04T00:05:32.264,0.000,2014/12/04T00:05:32.264,?
10.10.192.130,10.10.100.6,1434,36718,6,1,40,RA,2014/12/04T00:05:32.264,0.000,2014/12/04T00:05:32.264,?
10.10.192.130,10.10.100.6,4998,36718,6,1,40,RA,2014/12/04T00:05:32.264,0.000,2014/12/04T00:05:32.264,?
10.10.192.130,10.10.100.6,3006,36718,6,1,40,RA,2014/12/04T00:05:32.264,0.000,2014/12/04T00:05:32.264,?
10.10.192.130,10.10.100.6,5678,36718,6,1,40,RA,2014/12/04T00:05:32.264,0.000,2014/12/04T00:05:32.264,?
10.10.192.130,10.10.100.6,8086,36718,6,1,40,RA,2014/12/04T00:05:32.264,0.000,2014/12/04T00:05:32.264,?
10.10.192.130,10.10.100.6,666,36718,6,1,40,RA,2014/12/04T00:05:32.264,0.000,2014/12/04T00:05:32.264,?
10.10.100.6,10.10.192.130,36718,52673,6,1,44,S,2014/12/04T00:05:32.264,0.000,2014/12/04T00:05:32.264,?
10.10.100.6,10.10.192.130,36718,2105,6,1,44,S,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.100.6,10.10.192.130,36718,7937,6,1,44,S,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.100.6,10.10.192.130,36718,2701,6,1,44,S,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.100.6,10.10.192.130,36718,1072,6,1,44,S,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.100.6,10.10.192.130,36718,5004,6,1,44,S,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.192.130,10.10.100.6,52673,36718,6,1,40,RA,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.100.6,10.10.192.130,36718,5961,6,1,44,S,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.100.6,10.10.192.130,36718,8008,6,1,44,S,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.192.130,10.10.100.6,2105,36718,6,1,40,RA,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.100.6,10.10.192.130,36718,9943,6,1,44,S,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.192.130,10.10.100.6,7937,36718,6,1,40,RA,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.100.6,10.10.192.130,36718,5510,6,1,44,S,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.100.6,10.10.192.130,36718,44176,6,1,44,S,2014/12/04T00:05:32.265,0.000,2014/12/04T00:05:32.265,?
10.10.192.130,10.10.100.6,2701,36718,6,1,40,RA,2014/12/04T00:05:32.266,0.000,2014/12/04T00:05:32.266,?
10.10.192.130,10.10.100.6,1072,36718,6,1,40,RA,2014/12/04T00:05:32.266,0.000,2014/12/04T00:05:32.266,?
10.10.100.6,10.10.192.130,36718,32780,6,1,44,S,2014/12/04T00:05:32.266,0.000,2014/12/04T00:05:32.266,?
10.10.100.6,10.10.192.130,36718,8001,6,1,44,S,2014/12/04T00:05:32.266,0.000,2014/12/04T00:05:32.266,?
10.10.100.6,10.10.192.130,36718,1112,6,1,44,S,2014/12/04T00:05:32.266,0.000,2014/12/04T00:05:32.266,?
10.10.192.130,10.10.100.6,5004,36718,6,1,40,RA,2014/12/04T00:05:32.266,0.000,2014/12/04T00:05:32.266,?
10.10.192.130,10.10.100.6,5961,36718,6,1,40,RA,2014/12/04T00:05:32.266,0.000,2014/12/04T00:05:32.266,?
10.10.192.130,10.10.100.6,8008,36718,6,1,40,RA,2014/12/04T00:05:32.266,0.000,2014/12/04T00:05:32.266,?
10.10.192.130,10.10.100.6,9943,36718,6,1,40,RA,2014/12/04T00:05:32.267,0.000,2014/12/04T00:05:32.267,?
10.10.192.130,10.10.100.6,5510,36718,6,1,40,RA,2014/12/04T00:05:32.267,0.000,2014/12/04T00:05:32.267,?
10.10.192.130,10.10.100.6,44176,36718,6,1,40,RA,2014/12/04T00:05:32.267,0.000,2014/12/04T00:05:32.267,?
10.10.192.130,10.10.100.6,32780,36718,6,1,40,RA,2014/12/04T00:05:32.267,0.000,2014/12/04T00:05:32.267,?
10.10.192.130,10.10.100.6,8001,36718,6,1,40,RA,2014/12/04T00:05:32.267,0.000,2014/12/04T00:05:32.267,?
10.10.192.130,10.10.100.6,1112,36718,6,1,40,RA,2014/12/04T00:05:32.267,0.000,2014/12/04T00:05:32.267,?
10.10.100.6,10.10.192.130,36718,3871,6,1,44,S,2014/12/04T00:05:32.267,0.000,2014/12/04T00:05:32.267,?
10.10.100.6,10.10.192.130,36718,49175,6,1,44,S,2014/12/04T00:05:32.267,0.000,2014/12/04T00:05:32.267,?
